Drug,Smiles 
6951123,CN[C@H](CC(C)C)C(O)=O
46936986,CC(=O)OC[C@@H]1CS[C@H]2[C@H](NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C([O-])=O)C(=O)N2[C@H]1C([O-])=O
446018,NC(=N)NCCS[C@@H](CC(O)=O)C(O)=O
205225,SCC1=CC=CN=C1
6327350,CC(C)OP(=O)OC(C)C
15648788,OC[C@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
46936988,CC(=O)N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
46936989,ONC(=O)[C@@H](O)[C@@H](O)COP(O)(O)=O
46936990,NC1=NC=[NH+]C2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1OP(O)(O)=O
46936991,CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](CO[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)[C@H](O)[C@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@@H]2NC(C)=O)[C@@H]1O
114705,C1O[C@@H]1C1=CC=CC=C1
19266,CC(=O)NC1=CC=C(C=C1)C(O)=O
92108,CC1(C)[C@H]2CC[C@]1(C)CC2
46936992,O=C(N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CCC1=CC=CC=C1)CCS(=O)(=O)OC1=CC=CC=C1)OCC1=CC=CC=C1
445505,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC[C@]1([H])C(O)=O)C(O)=O
21145267,N[C@H]1CCC=NC1
46936993,CO[C@H]1O[C@@H](C=S)[C@H](O)[C@@H](O)[C@@H]1O
6323452,C[N@@+]1(CC=C)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
5327006,O[C@@H](COP(O)(O)=O)C(O)=O
448581,[H][C@](CCSC)(NC(=O)CCC(O)=O)C(O)=O
32594,COC1=NC=CN=C1CC(C)C
5681,NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl
136254610,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)O[C@@H]3[C@@H](O)[C@H](CO)O[C@H]3N3C=CC(=O)NC3=O)[C@H](O)[C@H]2O)C(=O)N1
46936995,OCC[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O
46936996,CC1=N[C@H](CC2=NCC(CCC(O)=O)=C2CC(O)=O)C(CCC(O)=O)=C1CC(O)=O
447959,CC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(O)=C2)=NC=C1
379,CCCCCCCC(O)=O
119404,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC2=O
46936997,CCCCC[C@H]1O[C@@H](O)C[C@@H]1SC[C@@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
68841,N[C@@H](COP(O)(O)=O)C(O)=O
448022,[H][C@@](NC(=O)OC(C)(C)C)(C=O)C1CCCCC1
46936998,CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
46936999,CCCCCNC(=O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)C(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CCC(O)=O
46937000,OC[C@@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
15991574,N[C@@H]([C@H](O)C(N)=O)C(O)=O
1493,OC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O
46937001,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=CC4=CC(OC5=CC=C(C=C5Cl)[C@@H](O)[C@H]5NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](CC(N)=O)NC1=O)C1=CC=C(O)C(=C1)C1=C(O)C=C(O)C=C1[C@@H](NC5=O)C(O)=O)=C3O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(Cl)=C2
170018,N[C@@H](CSSCCO)C(O)=O
193613,N[C@@H](CSCC1=CC=CC=C1)C(O)=O
798,c1cc2ccccc2n1
7264,CC1=CC=C(O)C(N)=C1
21501,[O-][N+](=O)c1ccc2nncc2c1
439356,[H][C@](N)(CC1=CNC2=C1C=CC=C2)C(N)=O
5288464,OC(=O)C[NH2+]CP(O)(O)=O
46937002,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](O)CC[C@@]4(C)[C@@H]3CC[C@]12C
126154,O=C1CNC(=O)[C@@H]2CCCN12
46937003,CC1=CN([C@H]2C[C@@H](N=[N+]=[N-])[C@H](CO[P@](O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
135460962,NC1=NC2=C(C=C(N)C=C2CSC2=NC=CN2)C(=O)N1
46937004,CC(=O)N[C@@]1(O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(N)=O
447607,OC[C@H]1CNC[C@@H](O)[C@@H]1O
46937005,NC1=NC=CC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
46937006,CNC(=O)[C@H](NC(=O)[C@@H](OCC1=CC=C(C=C1)C1=CSC=C1)[C@H](O)[C@@H](O)[C@H](OCC1=CC=C(C=C1)C1=CSC=C1)C(=O)N[C@H](C(C)C)C(=O)NC)C(C)C
446228,O[C@H]1C[C@H](O[C@@H](O)[C@@H]1O)C(O)=O
446240,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C=C1
46937007,O[C@@H]1[C@@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
4488,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1
58,CCC(=O)C(O)=O
46937008,NC1=NC=NC2=C1N=C(Br)N2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O
46937009,NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O
445892,[H][C@@](C)(N(C)C)C1=CC(O)=CC=C1
5312542,CCCCC\C=C\C\C=C\C\C=C\C\C=C\CCCC(O)=O
567,[Hg]C1=CC=CC=C1
181426,ONC(=N)NC1=CC=C(Cl)C=C1
1698,OC(=O)CCC(=O)CCC(=O)CCC(O)=O
46937010,CC(=O)N[C@H]1[C@H](O)C[C@@H](O[C@H]1[C@H](O)[C@@H](O)CO)P(O)(O)=O
14925,OC(=O)CC(CC(O)=O)C(O)=O
17753799,NC(=[NH2+])c1ccc2nc(cc2c1)C1=CC(CC([O-])=O)=CC(Br)=C1[O-]
7027,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
446324,CC(=O)NC1=CC=C(C=C1NC(=O)CO)C(O)=O
135889742,O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
46937012,NC1=CN=CN1[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
7708,O=COCC1=CC=CC=C1
47499,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O
5585,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1
5453,C1CN1P(=S)(N2CC2)N3CC3
5756,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
3001028,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
205131,NCC1(CCCC1)C1=CC=CC=C1
5494385,[H][C@](N)(CC(=O)N1CC2=CC=CC=C2C[C@@]1([H])C(N)=O)CC1=CC=CC=C1F
5494386,CCOC(=O)[C@@H](O)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O
11820,CN1C(=O)C=CC2=CC=CC=C12
77918,C(N1C=CN=C1)C1=CC=CC=C1
909781,CC(C)[C@@]1(C)N=C(NC1=O)C1=NC2=CC=CC=C2C=C1C(O)=O
5287459,NC(=O)C1=CC(=CC(=C1)C1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O
657085,N[C@@H](CC\C=C\[B-](O)(O)O)C(O)=O
7244,OC1=CC=CC=C1Br
5287470,NS(=O)(=O)C1=CC=C(CNC(=O)C2=C(NN=C2)C2=CC(Cl)=C(O)C=C2O)C=C1
6852220,CCOC1=CC([C@@H](NC2=CC=C(C=C2)C(N)=N)C(O)=O)=C(F)C(O[C@@H]2CCOC2)=C1
5287492,[H][C@@]1(CCCCN1)C(F)(F)CNC1=NC=CC2=C1N=C(CC1=CC=CC=C1N1C=NC=N1)O2
533975,OCCC(Br)=C
5326876,CC[C@@H](C)[C@@H](NS(=O)(=O)CC1=CC(=CC=C1)C(O)=O)C(=O)N[C@@H](CCC(N)=N)C(=O)NCC1=CC=C(C=C1)C(N)=N
181976,OC(CC(O)=O)CC(O)=O
6323191,CC(C)C[C@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)C1=NOC(C)=C1)C(=O)N[C@H](\C=C\C(=O)OCC1=CC=CC=C1)C[C@@H]1CCNC1=O
6602345,C[C@@]1(OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3C(O)=O)[C@@H](O)[C@@H](O)[C@@H]2O1)C(O)=O
4369553,C[C@@]1(OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O1)C(O)=O
114947,NC1=C(C=CC(Cl)=C1O)C(O)=O
2196,COC1=CC=C(C=C1)C(=O)N1CCCC1=O
451597,CN(C)C1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](N)[C@H]1O
97297,[H][C@]1(CO)O[C@@]([H])(N2C=C(I)C3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
70766,NC1=CC=CC2=C1C=CN=C2
5326888,CCCOC1=CC2=C(NC=C2C[C@@H](NS(=O)(=O)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC2=CC=C(C=C2)C(N)=N)C=C1
5330608,NS(=O)(=O)C1=CC=C(NC2=CN3C=C(C=CC3=N2)C(=O)C2=C(Cl)C=CC=C2Cl)C=C1
4369491,OC1=CC2=C(NC3=CC(=C4C(=O)NC(=O)C4=C23)C2=CC=CC=C2)C=C1
448069,O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2CC2)[C@@H]1CC1=CC=CC=C1
135509072,C[C@@]1(CCC2=CC=CC=C2)NC2=C(N=C1CO)C(=O)NC(N)=N2
5388929,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C12)OC1=CC=CC=C1)C(C)(C)C
5287569,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)C1=COC=C1
5326966,O=C1NC2=C(C=C1)[C@@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12
5326967,O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12
656986,C(CCCCNC1=C2CCCCC2=NC2=CC=CC=C12)CCCNC1=CC=NC2=CC=CC=C12
5287586,[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12
4369393,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
7410,CC(=O)C1=CC=CC=C1
2901,NC1(CCCC1)C(O)=O
69602,CC(=O)NCCC1=CN=CN1
5459358,CCOCCOC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@]1(CC2=CC=CC=C2)NC=C([C@@H]2[C@@H]3OC(=O)N[C@@H]3C3=CC=CC=C23)C1=O
42627264,[H][C@](O)(CC)C[C@@]([H])(O)C1=C(O)C2=C(C=C1CC(=O)OC)C(=O)C1=CC=CC(O)=C1C2=O
3081545,CN[C@H]1[C@@H](O)[C@H]2O[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O
806138,OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=O)C=CN23)[C@@H]1O
119339,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H]3NC(C)=O)[C@@H](CO)[C@@H]2O1
11840920,COC[C@H](N(C)C)C(=O)O[C@@H]1C\C=C\C=C\C(=O)O[C@@H](C\C=C\[C@H](OC)C[C@H](C)C\C=C(C)\[C@@H](OC)CC[C@@H](C)[C@@H](O)[C@@H]1C)[C@@H](C)[C@@H](O)[C@@H](C)CC[C@@H](OC(=O)[C@H](C)N(C)C)[C@H](C)[C@H](OC(C)=O)[C@H](C)\C=C\N(C)C=O
5839,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C=O)C(=O)CO
54676868,[H][C@](C)(C[C@]([H])(C)[C@@]([H])(Cl)CCl)C(=O)C1=C(O)C(OC)=C(NC1=O)OC
5287728,OC1=C(CNC2CCN(CC2)S(=O)(=O)NC2=CC(OC3=CC=C(F)C=C3)=CC=C2)C=CC=C1
5494411,CCCNCCCNCCCNCC
736104,[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(O)=O
5287779,CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O
77970,OCCCCCCBr
2374,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C
2761815,[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O
11390,OS(=O)(=O)C1=CC2=CC=C(C=C2C=C1)S(O)(=O)=O
736299,OC(=O)C1=C(O)C=C2C=CC(O)=CC2=C1
5326884,OC(=O)CCCCCCOC1=C(Cl)C=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1Cl
5326885,OC(=O)CCCOC1=CC=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1
5326886,CC1=C(C)C(OCCCC(O)=O)=CC=C1NC(=O)NC(=O)C1=CC=C(Cl)C=C1Cl
5326887,CC1=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C=CC=C1OCCCCC(O)=O
34474,CC(C)C1=C(Br)C(=O)C(C)=C(Br)C1=O
5287824,C[C@@H](NC(=O)[C@H](CCCCNC(=O)OCC1=CC=CC=C1)NC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(O)=O)B(O)O
23644529,NCCCSC[C@H](N)CO
5287847,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N1C=C[C@@](N)(O)NC1=O)C(N)=N
638035,[H][C@]12CS[C@]([H])(CCCCC(O)=O)[C@@]1([H])NC(=O)N2
6102809,NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)OCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)[C@@H](O)[C@H]3O)C2=NC=N1
5753,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO
5494413,CC(C)C[C@H](NC(=O)OCC1=CC=CC=C1)[C@@H](O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(C)=O
11840929,O=CCCCC1CCNCC1
24466,CC1=C(C(N)=NC(N)=N1)C1=CC(Cl)=C(Cl)C=C1
6102758,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CCCOC2=CC=CC=C2)[C@@]1([H])O)C(O)=O
21307,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1
124434,O[C@H]1[C@H]2CC[C@](O)(N2)[C@@H](O)[C@@H]1O
439285,C[N+](C)(C)CCO[P@](O)(=O)OC[C@H](O)CO
5494414,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=CC=C2O)=N1
5494415,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@](O)([C@@H]1O)C(O)=O
5327073,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
323,O=C1OC2=CC=CC=C2C=C1
5327131,BrC1=CC=CC(=C1)C1=NC2=[N+](NC=N2)C(NCC2=CC=NC=C2)=C1
461278,[H][C@]1(COP(O)(O)=O)O[C@]([H])(C=C1)N1C=C(C)C(=O)NC1=O
5326879,ClC1=CC2=C(NC(=C2)S(=O)(=O)N2CCN(CC2)C(=O)C2=NC=C(C=N2)C2=CC=NC=C2)C=C1
8631,OC(=O)C1=C(O)C(I)=CC(I)=C1
121945,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCC[C@H](N)C(O)=O
5288103,[H][C@@](C)(CC1=CC=CC=C1)N(C)CC=C
5288910,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O
5459363,C[C@H](O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
5326972,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCCC(=O)OC)[C@]1([H])O
121942,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
628327,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCOCCOCCO)C=C1
8924,NCCCCCCNCCCCCCN
4369390,[H][C@]1(F)C[C@@]([H])(O[C@]1([H])COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1C=CC(=O)NC1=O
168140,COP(O)(=S)OC
104904,[H][C@@]12CC[C@@]([H])(N1C)[C@@]([H])(C(=O)OC)[C@@]([H])(O)C2
6102812,CCCC1=C(OCCCOC2=CC3=C(C=C2)N(CC(O)=O)C=C3)C=CC2=C1C=CC(=C2)C(=O)C1=CC=CC=C1
24360,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O
46937014,CCOC(=O)\C=C\[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)OC(C)(C)C)C1=CC=CC=C1
5288172,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@H]34)[C@@H]1CCC2=O
5459366,OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@H]([C@H](F)[C@H](O)[C@H]1O)C(O)=O
5288329,OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1
5288332,NC(N)=NCCCC[C@H](NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H]1CCN1C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CC[C@H](CN=C(N)N)CC1)C(N)=O
6102777,O=C1C2=CC=CC=C2OC2=C1C=C(C=C2)S(=O)(=O)N=C1NN=NN1
7302,O=C1CCCO1
5326960,N[C@@H](CCC(=O)N[C@@H](C[S@](O)=O)C(=O)NCC(O)=O)C(O)=O
115260,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
440711,CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
65094,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
473141,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
3064778,OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1
5459370,NC(=O)C[C@H]1C[C@@H](C2=CN[C@](C[C@H](O)[C@H](CC3=CC=CC=C3)NC(=O)O[C@H]3CCOC3)(CC3=CC=CC=C3)C2=O)C2=CC=CC=C12
5326911,[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O
15959287,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)C1=NOC(C)=C1
3739,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
5459372,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C2=NC(CNC3=CC=CC=C3)=CN12
2733279,[H][C@@](N)(CC1=CC=C(I)C=C1)C(O)=O
1195,CC(=C)CCO[P@](O)(=O)OP(O)(O)=O
5459373,CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(NCC3CC3)=NN12
5494425,CC(C)(C)C1=NC2=C3C=CC(F)=CC3=C3C(=O)NC=CC3=C2N1
16658532,NCCCNCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N
46937017,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2OCCNC[C@@H]2CCCNC2)[C@H](N)[C@@H](O)[C@@H]1O
5326976,CN(C)C1=NC2=C(Br)C(Br)=C(Br)C(Br)=C2N1
5326977,CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br
5326978,CN1CCN2C1=NC1=C(Br)C(Br)=C(Br)C(Br)=C21
4369429,[H][C@](C)(NC(=O)CC1=[N+]([O-])C(NCC(F)(F)C2=[N+]([O-])C=CC=C2)=CC=C1Cl)C1=CC=CC(Cl)=C1
4369579,NC(N)=NC1=CC=CC(=C1)[C@@H](CS)C(O)=O
5288688,CNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)N1CCC(=O)N(CC2=CNC3=CC=CC=C3C2)[C@@H](CC(C)C)C1=O
133021,CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1
66184,CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12
72394,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
72396,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)N)O
6102806,CC(=O)OC[C@H](O)CO[P@](O)(=O)OCC[NH3+]
387442,[H][C@@](CC(C)C)(NC(=O)[C@@]([H])(CC1=C2C=CC=CC2=CC=C1)NC(=O)N1CCOCC1)B(O)O
4369446,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
643798,C\C(=C\C(O)=O)C(O)=O
5327038,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)COC(=O)CCCCCCCCCCCC
163626,C[C@@H](NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OC[C@@H](O2)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(O)=O)C(O)=O
46937018,CC[C@@H]1N(C)C(=O)CC[C@@H](NC(=O)[C@@H](C)[C@H](CC[C@@H](C)C[C@H](C)[C@H](CC2=CC=CC=C2)OC)NC(=O)[C@@H](NC(=O)[C@@H](C)[C@@H](NC1=O)C(O)=O)C(C)C)C(O)=O
4369496,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
5288864,CO[C@](NC(=O)[C@H](C(O)=O)C1=CC=C(O)C=C1)([C@H]1OCC(=C)C(=N1)C(O)=O)C(O)=O
5288990,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@@]1([H])SCCC(=N1)C(O)=O
4495,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O
6755,OC1=CC(=O)C(=O)C2=CC=CC=C12
6038,O=C1NC2=CC=CC=C2C=C1
6323458,C(C)(C)CN(C[C@@H](O)[C@@H](NC(=O)[C@H](C(C)C)N1CCN(CC2=CSC(C)=N2)C1=O)CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)\C=N\O
5289079,SCCC(=O)SCCC=O
5289081,OC(=O)C1=CC(C(O)=O)=C(C=C1)C1=C2C=C(F)C(=O)C=C2OC2=CC(O)=C(F)C=C12
456214,[H][C@@](CO)(NC1=NC(NC2=CC=CC(Cl)=C2)=C2N=CN(C(C)C)C2=N1)C(C)C
135464487,OC[C@H]1O[C@H]([C@@H]2O[C@H](CP(O)(O)=O)O[C@H]12)C1=CNC2=C1NC=NC2=O
